Species,Body,Spine,Time_Bin,Col_ID,Workers,Presence,Col_Size
P_armata,4,3.45,37,B,4,1,45
P_armata,4,3.45,38,B,2,1,45
P_armata,4,3.45,39,B,0,0,45
P_armata,4,3.45,40,B,0,0,45
P_armata,4,3.45,41,B,1,1,45
P_armata,4,3.45,42,B,0,0,45
P_armata,4,3.45,43,B,0,0,45
P_armata,4,3.45,44,B,0,0,45
P_armata,4,3.45,45,B,0,0,45
P_armata,4,3.45,46,B,0,0,45
P_armata,4,3.45,47,B,1,1,45
P_armata,4,3.45,48,B,1,1,45
P_armata,4,3.45,49,B,0,0,45
P_armata,4,3.45,50,B,0,0,45
P_armata,4,3.45,51,B,0,0,45
P_armata,4,3.45,52,B,0,0,45
P_armata,4,3.45,53,B,0,0,45
P_armata,4,3.45,54,B,0,0,45
P_armata,4,3.45,55,B,0,0,45
P_armata,4,3.45,56,B,0,0,45
P_armata,4,3.45,57,B,0,0,45
P_armata,4,3.45,58,B,0,0,45
P_armata,4,3.45,59,B,0,0,45
P_armata,4,3.45,60,B,0,0,45
P_laevigata,1.843,1.3908,1,C,0,0,16
P_laevigata,1.843,1.3908,2,C,0,0,16
P_laevigata,1.843,1.3908,3,C,0,0,16
P_laevigata,1.843,1.3908,4,C,0,0,16
P_laevigata,1.843,1.3908,5,C,0,0,16
P_laevigata,1.843,1.3908,6,C,0,0,16
P_laevigata,1.843,1.3908,7,C,0,0,16
P_laevigata,1.843,1.3908,8,C,0,0,16
P_laevigata,1.843,1.3908,9,C,0,0,16
P_laevigata,1.843,1.3908,10,C,0,0,16
P_laevigata,1.843,1.3908,11,C,0,0,16
P_laevigata,1.843,1.3908,12,C,0,0,16
P_laevigata,1.843,1.3908,13,C,0,0,16
P_laevigata,1.843,1.3908,14,C,0,0,16
P_laevigata,1.843,1.3908,15,C,0,0,16
P_laevigata,1.843,1.3908,16,C,0,0,16
P_laevigata,1.843,1.3908,17,C,0,0,16
P_laevigata,1.843,1.3908,18,C,0,0,16
P_laevigata,1.843,1.3908,19,C,0,0,16
P_laevigata,1.843,1.3908,20,C,0,0,16
P_laevigata,1.843,1.3908,21,C,0,0,16
P_laevigata,1.843,1.3908,22,C,0,0,16
P_laevigata,1.843,1.3908,23,C,0,0,16
P_laevigata,1.843,1.3908,24,C,0,0,16
P_laevigata,1.843,1.3908,25,C,0,0,16
P_laevigata,1.843,1.3908,26,C,0,0,16
P_laevigata,1.843,1.3908,27,C,0,0,16
P_laevigata,1.843,1.3908,28,C,0,0,16
P_laevigata,1.843,1.3908,29,C,0,0,16
P_laevigata,1.843,1.3908,30,C,0,0,16
P_laevigata,1.843,1.3908,31,C,0,0,16
P_laevigata,1.843,1.3908,32,C,0,0,16
P_laevigata,1.843,1.3908,33,C,0,0,16
P_laevigata,1.843,1.3908,34,C,0,0,16
P_laevigata,1.843,1.3908,35,C,0,0,16
P_laevigata,1.843,1.3908,36,C,0,0,16
P_laevigata,1.843,1.3908,37,C,0,0,16
P_laevigata,1.843,1.3908,38,C,0,0,16
P_laevigata,1.843,1.3908,39,C,0,0,16
P_laevigata,1.843,1.3908,40,C,0,0,16
P_laevigata,1.843,1.3908,41,C,0,0,16
P_laevigata,1.843,1.3908,42,C,0,0,16
P_laevigata,1.843,1.3908,43,C,0,0,16
P_laevigata,1.843,1.3908,44,C,0,0,16
P_laevigata,1.843,1.3908,45,C,0,0,16
P_laevigata,1.843,1.3908,46,C,0,0,16
P_laevigata,1.843,1.3908,47,C,0,0,16
P_laevigata,1.843,1.3908,48,C,0,0,16
P_laevigata,1.843,1.3908,49,C,0,0,16
P_laevigata,1.843,1.3908,50,C,0,0,16
P_laevigata,1.843,1.3908,51,C,0,0,16
P_laevigata,1.843,1.3908,52,C,0,0,16
P_laevigata,1.843,1.3908,53,C,0,0,16
P_laevigata,1.843,1.3908,54,C,0,0,16
P_laevigata,1.843,1.3908,55,C,0,0,16
P_laevigata,1.843,1.3908,56,C,0,0,16
P_laevigata,1.843,1.3908,57,C,0,0,16
P_laevigata,1.843,1.3908,58,C,0,0,16
P_laevigata,1.843,1.3908,59,C,0,0,16
P_laevigata,1.843,1.3908,60,C,0,0,16
P_furcata,1.851,2.684,1,D,4,1,315
P_furcata,1.851,2.684,2,D,7,1,315
P_furcata,1.851,2.684,3,D,7,1,315
P_furcata,1.851,2.684,4,D,11,1,315
P_furcata,1.851,2.684,5,D,8,1,315
P_furcata,1.851,2.684,6,D,14,1,315
P_furcata,1.851,2.684,7,D,15,1,315
P_furcata,1.851,2.684,8,D,16,1,315
P_furcata,1.851,2.684,9,D,18,1,315
P_furcata,1.851,2.684,10,D,24,1,315
P_furcata,1.851,2.684,11,D,25,1,315
P_furcata,1.851,2.684,12,D,24,1,315
P_furcata,1.851,2.684,13,D,26,1,315
P_furcata,1.851,2.684,14,D,26,1,315
P_furcata,1.851,2.684,15,D,26,1,315
P_furcata,1.851,2.684,16,D,25,1,315
P_furcata,1.851,2.684,17,D,25,1,315
P_furcata,1.851,2.684,18,D,26,1,315
P_furcata,1.851,2.684,19,D,24,1,315
P_furcata,1.851,2.684,20,D,24,1,315
P_furcata,1.851,2.684,21,D,22,1,315
P_furcata,1.851,2.684,22,D,22,1,315
P_furcata,1.851,2.684,23,D,24,1,315
P_furcata,1.851,2.684,24,D,21,1,315
P_furcata,1.851,2.684,25,D,23,1,315
P_furcata,1.851,2.684,26,D,25,1,315
P_furcata,1.851,2.684,27,D,29,1,315
P_furcata,1.851,2.684,28,D,27,1,315
P_furcata,1.851,2.684,29,D,28,1,315
P_furcata,1.851,2.684,30,D,27,1,315
P_furcata,1.851,2.684,31,D,25,1,315
P_furcata,1.851,2.684,32,D,24,1,315
P_furcata,1.851,2.684,33,D,23,1,315
P_furcata,1.851,2.684,34,D,23,1,315
P_furcata,1.851,2.684,35,D,23,1,315
P_furcata,1.851,2.684,36,D,24,1,315
P_furcata,1.851,2.684,37,D,25,1,315
P_furcata,1.851,2.684,38,D,27,1,315
P_furcata,1.851,2.684,39,D,23,1,315
P_furcata,1.851,2.684,40,D,23,1,315
P_furcata,1.851,2.684,41,D,22,1,315
P_furcata,1.851,2.684,42,D,20,1,315
P_furcata,1.851,2.684,43,D,24,1,315
P_furcata,1.851,2.684,44,D,26,1,315
P_furcata,1.851,2.684,45,D,23,1,315
P_furcata,1.851,2.684,46,D,20,1,315
P_furcata,1.851,2.684,47,D,21,1,315
P_furcata,1.851,2.684,48,D,22,1,315
P_furcata,1.851,2.684,49,D,25,1,315
P_furcata,1.851,2.684,50,D,27,1,315
P_furcata,1.851,2.684,51,D,26,1,315
P_furcata,1.851,2.684,52,D,24,1,315
P_furcata,1.851,2.684,53,D,23,1,315
P_furcata,1.851,2.684,54,D,23,1,315
P_furcata,1.851,2.684,55,D,20,1,315
P_furcata,1.851,2.684,56,D,20,1,315
P_furcata,1.851,2.684,57,D,20,1,315
P_furcata,1.851,2.684,58,D,19,1,315
P_furcata,1.851,2.684,59,D,18,1,315
P_furcata,1.851,2.684,60,D,18,1,315
P_laevigata,1.843,1.3908,1,E,0,0,82
P_laevigata,1.843,1.3908,2,E,0,0,82
P_laevigata,1.843,1.3908,3,E,0,0,82
P_laevigata,1.843,1.3908,4,E,0,0,82
P_laevigata,1.843,1.3908,5,E,0,0,82
P_laevigata,1.843,1.3908,6,E,0,0,82
P_laevigata,1.843,1.3908,7,E,0,0,82
P_laevigata,1.843,1.3908,8,E,0,0,82
P_laevigata,1.843,1.3908,9,E,0,0,82
P_laevigata,1.843,1.3908,10,E,0,0,82
P_laevigata,1.843,1.3908,11,E,0,0,82
P_laevigata,1.843,1.3908,12,E,0,0,82
P_laevigata,1.843,1.3908,13,E,0,0,82
P_laevigata,1.843,1.3908,14,E,0,0,82
P_laevigata,1.843,1.3908,15,E,0,0,82
P_laevigata,1.843,1.3908,16,E,0,0,82
P_laevigata,1.843,1.3908,17,E,0,0,82
P_laevigata,1.843,1.3908,18,E,0,0,82
P_laevigata,1.843,1.3908,19,E,0,0,82
P_laevigata,1.843,1.3908,20,E,0,0,82
P_laevigata,1.843,1.3908,21,E,0,0,82
P_laevigata,1.843,1.3908,22,E,0,0,82
P_laevigata,1.843,1.3908,23,E,0,0,82
P_laevigata,1.843,1.3908,24,E,0,0,82
P_laevigata,1.843,1.3908,25,E,0,0,82
P_laevigata,1.843,1.3908,26,E,0,0,82
P_laevigata,1.843,1.3908,27,E,0,0,82
P_laevigata,1.843,1.3908,28,E,0,0,82
P_laevigata,1.843,1.3908,29,E,0,0,82
P_laevigata,1.843,1.3908,30,E,0,0,82
P_laevigata,1.843,1.3908,31,E,0,0,82
P_laevigata,1.843,1.3908,32,E,0,0,82
P_laevigata,1.843,1.3908,33,E,0,0,82
P_laevigata,1.843,1.3908,34,E,0,0,82
P_laevigata,1.843,1.3908,35,E,0,0,82
P_laevigata,1.843,1.3908,36,E,0,0,82
P_laevigata,1.843,1.3908,37,E,0,0,82
P_laevigata,1.843,1.3908,38,E,0,0,82
P_laevigata,1.843,1.3908,39,E,0,0,82
P_laevigata,1.843,1.3908,40,E,0,0,82
P_laevigata,1.843,1.3908,41,E,0,0,82
P_laevigata,1.843,1.3908,42,E,0,0,82
P_laevigata,1.843,1.3908,43,E,0,0,82
P_laevigata,1.843,1.3908,44,E,0,0,82
P_laevigata,1.843,1.3908,45,E,0,0,82
P_laevigata,1.843,1.3908,46,E,0,0,82
P_laevigata,1.843,1.3908,47,E,0,0,82
P_laevigata,1.843,1.3908,48,E,0,0,82
P_laevigata,1.843,1.3908,49,E,0,0,82
P_laevigata,1.843,1.3908,50,E,0,0,82
P_laevigata,1.843,1.3908,51,E,0,0,82
P_laevigata,1.843,1.3908,52,E,0,0,82
P_laevigata,1.843,1.3908,53,E,0,0,82
P_laevigata,1.843,1.3908,54,E,0,0,82
P_laevigata,1.843,1.3908,55,E,0,0,82
P_laevigata,1.843,1.3908,56,E,0,0,82
P_laevigata,1.843,1.3908,57,E,0,0,82
P_laevigata,1.843,1.3908,58,E,0,0,82
P_laevigata,1.843,1.3908,59,E,0,0,82
P_laevigata,1.843,1.3908,60,E,0,0,82
P_flavicornis,1.744,0.454,1,F,0,0,65
P_flavicornis,1.744,0.454,2,F,0,0,65
P_flavicornis,1.744,0.454,3,F,0,0,65
P_flavicornis,1.744,0.454,4,F,1,1,65
P_flavicornis,1.744,0.454,5,F,1,1,65
P_flavicornis,1.744,0.454,6,F,1,1,65
P_flavicornis,1.744,0.454,7,F,0,0,65
P_flavicornis,1.744,0.454,8,F,0,0,65
P_flavicornis,1.744,0.454,9,F,0,0,65
P_flavicornis,1.744,0.454,10,F,0,0,65
P_flavicornis,1.744,0.454,11,F,0,0,65
P_flavicornis,1.744,0.454,12,F,0,0,65
P_flavicornis,1.744,0.454,13,F,0,0,65
P_flavicornis,1.744,0.454,14,F,0,0,65
P_flavicornis,1.744,0.454,15,F,0,0,65
P_flavicornis,1.744,0.454,16,F,0,0,65
P_flavicornis,1.744,0.454,17,F,0,0,65
P_flavicornis,1.744,0.454,18,F,0,0,65
P_flavicornis,1.744,0.454,19,F,0,0,65
P_flavicornis,1.744,0.454,20,F,0,0,65
P_flavicornis,1.744,0.454,21,F,0,0,65
P_flavicornis,1.744,0.454,22,F,0,0,65
P_flavicornis,1.744,0.454,23,F,0,0,65
P_flavicornis,1.744,0.454,24,F,0,0,65
P_flavicornis,1.744,0.454,25,F,0,0,65
P_flavicornis,1.744,0.454,26,F,0,0,65
P_flavicornis,1.744,0.454,27,F,0,0,65
P_flavicornis,1.744,0.454,28,F,0,0,65
P_flavicornis,1.744,0.454,29,F,0,0,65
P_flavicornis,1.744,0.454,30,F,0,0,65
P_flavicornis,1.744,0.454,31,F,0,0,65
P_flavicornis,1.744,0.454,32,F,0,0,65
P_flavicornis,1.744,0.454,33,F,0,0,65
P_flavicornis,1.744,0.454,34,F,0,0,65
P_flavicornis,1.744,0.454,35,F,0,0,65
P_flavicornis,1.744,0.454,36,F,0,0,65
P_flavicornis,1.744,0.454,37,F,0,0,65
P_flavicornis,1.744,0.454,38,F,0,0,65
P_flavicornis,1.744,0.454,39,F,0,0,65
P_flavicornis,1.744,0.454,40,F,0,0,65
P_flavicornis,1.744,0.454,41,F,0,0,65
P_flavicornis,1.744,0.454,42,F,0,0,65
P_flavicornis,1.744,0.454,43,F,0,0,65
P_flavicornis,1.744,0.454,44,F,0,0,65
P_flavicornis,1.744,0.454,45,F,0,0,65
P_flavicornis,1.744,0.454,46,F,0,0,65
P_flavicornis,1.744,0.454,47,F,0,0,65
P_flavicornis,1.744,0.454,48,F,0,0,65
P_flavicornis,1.744,0.454,49,F,0,0,65
P_flavicornis,1.744,0.454,50,F,0,0,65
P_flavicornis,1.744,0.454,51,F,0,0,65
P_flavicornis,1.744,0.454,52,F,0,0,65
P_flavicornis,1.744,0.454,53,F,0,0,65
P_flavicornis,1.744,0.454,54,F,0,0,65
P_flavicornis,1.744,0.454,55,F,0,0,65
P_flavicornis,1.744,0.454,56,F,0,0,65
P_flavicornis,1.744,0.454,57,F,0,0,65
P_flavicornis,1.744,0.454,58,F,0,0,65
P_flavicornis,1.744,0.454,59,F,0,0,65
P_flavicornis,1.744,0.454,60,F,0,0,65
P_flavicornis,1.744,0.454,1,G,0,0,25
P_flavicornis,1.744,0.454,2,G,0,0,25
P_flavicornis,1.744,0.454,3,G,0,0,25
P_flavicornis,1.744,0.454,4,G,0,0,25
P_flavicornis,1.744,0.454,5,G,0,0,25
P_flavicornis,1.744,0.454,6,G,0,0,25
P_flavicornis,1.744,0.454,7,G,0,0,25
P_flavicornis,1.744,0.454,8,G,0,0,25
P_flavicornis,1.744,0.454,9,G,0,0,25
P_flavicornis,1.744,0.454,10,G,0,0,25
P_flavicornis,1.744,0.454,11,G,0,0,25
P_flavicornis,1.744,0.454,12,G,0,0,25
P_flavicornis,1.744,0.454,13,G,0,0,25
P_flavicornis,1.744,0.454,14,G,0,0,25
P_flavicornis,1.744,0.454,15,G,0,0,25
P_flavicornis,1.744,0.454,16,G,0,0,25
P_flavicornis,1.744,0.454,17,G,0,0,25
P_flavicornis,1.744,0.454,18,G,0,0,25
P_flavicornis,1.744,0.454,19,G,0,0,25
P_flavicornis,1.744,0.454,20,G,0,0,25
P_flavicornis,1.744,0.454,21,G,0,0,25
P_flavicornis,1.744,0.454,22,G,0,0,25
P_flavicornis,1.744,0.454,23,G,0,0,25
P_flavicornis,1.744,0.454,24,G,0,0,25
P_flavicornis,1.744,0.454,25,G,0,0,25
P_flavicornis,1.744,0.454,26,G,0,0,25
P_flavicornis,1.744,0.454,27,G,0,0,25
P_flavicornis,1.744,0.454,28,G,0,0,25
P_flavicornis,1.744,0.454,29,G,0,0,25
P_flavicornis,1.744,0.454,30,G,0,0,25
P_flavicornis,1.744,0.454,31,G,0,0,25
P_flavicornis,1.744,0.454,32,G,0,0,25
P_flavicornis,1.744,0.454,33,G,0,0,25
P_flavicornis,1.744,0.454,34,G,0,0,25
P_flavicornis,1.744,0.454,35,G,0,0,25
P_flavicornis,1.744,0.454,36,G,0,0,25
P_flavicornis,1.744,0.454,37,G,0,0,25
P_flavicornis,1.744,0.454,38,G,0,0,25
P_flavicornis,1.744,0.454,39,G,0,0,25
P_flavicornis,1.744,0.454,40,G,0,0,25
P_flavicornis,1.744,0.454,41,G,0,0,25
P_flavicornis,1.744,0.454,42,G,0,0,25
P_flavicornis,1.744,0.454,43,G,0,0,25
P_flavicornis,1.744,0.454,44,G,0,0,25
P_flavicornis,1.744,0.454,45,G,0,0,25
P_flavicornis,1.744,0.454,46,G,0,0,25
P_flavicornis,1.744,0.454,47,G,0,0,25
P_flavicornis,1.744,0.454,48,G,0,0,25
P_flavicornis,1.744,0.454,49,G,0,0,25
P_flavicornis,1.744,0.454,50,G,0,0,25
P_flavicornis,1.744,0.454,51,G,0,0,25
P_flavicornis,1.744,0.454,52,G,0,0,25
P_flavicornis,1.744,0.454,53,G,0,0,25
P_flavicornis,1.744,0.454,54,G,0,0,25
P_flavicornis,1.744,0.454,55,G,0,0,25
P_flavicornis,1.744,0.454,56,G,0,0,25
P_flavicornis,1.744,0.454,57,G,0,0,25
P_flavicornis,1.744,0.454,58,G,0,0,25
P_flavicornis,1.744,0.454,59,G,0,0,25
P_flavicornis,1.744,0.454,60,G,0,0,25
P_flavicornis,1.744,0.454,1,H,0,0,5
P_flavicornis,1.744,0.454,2,H,0,0,5
P_flavicornis,1.744,0.454,3,H,0,0,5
P_flavicornis,1.744,0.454,4,H,0,0,5
P_flavicornis,1.744,0.454,5,H,0,0,5
P_flavicornis,1.744,0.454,6,H,0,0,5
P_flavicornis,1.744,0.454,7,H,0,0,5
P_flavicornis,1.744,0.454,8,H,0,0,5
P_flavicornis,1.744,0.454,9,H,0,0,5
P_flavicornis,1.744,0.454,10,H,0,0,5
P_flavicornis,1.744,0.454,11,H,0,0,5
P_flavicornis,1.744,0.454,12,H,0,0,5
P_flavicornis,1.744,0.454,13,H,0,0,5
P_flavicornis,1.744,0.454,14,H,0,0,5
P_flavicornis,1.744,0.454,15,H,0,0,5
P_flavicornis,1.744,0.454,16,H,0,0,5
P_flavicornis,1.744,0.454,17,H,0,0,5
P_flavicornis,1.744,0.454,18,H,0,0,5
P_flavicornis,1.744,0.454,19,H,0,0,5
P_flavicornis,1.744,0.454,20,H,0,0,5
P_flavicornis,1.744,0.454,21,H,0,0,5
P_flavicornis,1.744,0.454,22,H,0,0,5
P_flavicornis,1.744,0.454,23,H,0,0,5
P_flavicornis,1.744,0.454,24,H,0,0,5
P_flavicornis,1.744,0.454,25,H,0,0,5
P_flavicornis,1.744,0.454,26,H,0,0,5
P_flavicornis,1.744,0.454,27,H,0,0,5
P_flavicornis,1.744,0.454,28,H,0,0,5
P_flavicornis,1.744,0.454,29,H,0,0,5
P_flavicornis,1.744,0.454,30,H,0,0,5
P_flavicornis,1.744,0.454,31,H,0,0,5
P_flavicornis,1.744,0.454,32,H,0,0,5
P_flavicornis,1.744,0.454,33,H,0,0,5
P_flavicornis,1.744,0.454,34,H,0,0,5
P_flavicornis,1.744,0.454,35,H,0,0,5
P_flavicornis,1.744,0.454,36,H,0,0,5
P_flavicornis,1.744,0.454,37,H,0,0,5
P_flavicornis,1.744,0.454,38,H,0,0,5
P_flavicornis,1.744,0.454,39,H,0,0,5
P_flavicornis,1.744,0.454,40,H,0,0,5
P_flavicornis,1.744,0.454,41,H,0,0,5
P_flavicornis,1.744,0.454,42,H,0,0,5
P_flavicornis,1.744,0.454,43,H,0,0,5
P_flavicornis,1.744,0.454,44,H,0,0,5
P_flavicornis,1.744,0.454,45,H,0,0,5
P_flavicornis,1.744,0.454,46,H,0,0,5
P_flavicornis,1.744,0.454,47,H,0,0,5
P_flavicornis,1.744,0.454,48,H,0,0,5
P_flavicornis,1.744,0.454,49,H,0,0,5
P_flavicornis,1.744,0.454,50,H,0,0,5
P_flavicornis,1.744,0.454,51,H,0,0,5
P_flavicornis,1.744,0.454,52,H,0,0,5
P_flavicornis,1.744,0.454,53,H,0,0,5
P_flavicornis,1.744,0.454,54,H,0,0,5
P_flavicornis,1.744,0.454,55,H,0,0,5
P_flavicornis,1.744,0.454,56,H,0,0,5
P_flavicornis,1.744,0.454,57,H,0,0,5
P_flavicornis,1.744,0.454,58,H,0,0,5
P_flavicornis,1.744,0.454,59,H,0,0,5
P_flavicornis,1.744,0.454,60,H,0,0,5
P_emmae,1.7,1.25,1,I,0,0,86
P_emmae,1.7,1.25,2,I,0,0,86
P_emmae,1.7,1.25,3,I,0,0,86
P_emmae,1.7,1.25,4,I,0,0,86
P_emmae,1.7,1.25,5,I,0,0,86
P_emmae,1.7,1.25,6,I,0,0,86
P_emmae,1.7,1.25,7,I,0,0,86
P_emmae,1.7,1.25,8,I,0,0,86
P_emmae,1.7,1.25,9,I,0,0,86
P_emmae,1.7,1.25,10,I,0,0,86
P_emmae,1.7,1.25,11,I,1,1,86
P_emmae,1.7,1.25,12,I,1,1,86
P_emmae,1.7,1.25,13,I,2,1,86
P_emmae,1.7,1.25,14,I,2,1,86
P_emmae,1.7,1.25,15,I,1,1,86
P_emmae,1.7,1.25,16,I,1,1,86
P_emmae,1.7,1.25,17,I,2,1,86
P_emmae,1.7,1.25,18,I,2,1,86
P_emmae,1.7,1.25,19,I,2,1,86
P_emmae,1.7,1.25,20,I,2,1,86
P_emmae,1.7,1.25,21,I,0,0,86
P_emmae,1.7,1.25,22,I,1,1,86
P_emmae,1.7,1.25,23,I,0,0,86
P_emmae,1.7,1.25,24,I,2,1,86
P_emmae,1.7,1.25,25,I,2,1,86
P_emmae,1.7,1.25,26,I,2,1,86
P_emmae,1.7,1.25,27,I,2,1,86
P_emmae,1.7,1.25,28,I,1,1,86
P_emmae,1.7,1.25,29,I,1,1,86
P_emmae,1.7,1.25,30,I,1,1,86
P_emmae,1.7,1.25,31,I,1,1,86
P_emmae,1.7,1.25,32,I,1,1,86
P_emmae,1.7,1.25,33,I,1,1,86
P_emmae,1.7,1.25,34,I,1,1,86
P_emmae,1.7,1.25,35,I,1,1,86
P_emmae,1.7,1.25,36,I,0,0,86
P_emmae,1.7,1.25,37,I,0,0,86
P_emmae,1.7,1.25,38,I,0,0,86
P_emmae,1.7,1.25,39,I,0,0,86
P_emmae,1.7,1.25,40,I,0,0,86
P_emmae,1.7,1.25,41,I,1,1,86
P_emmae,1.7,1.25,42,I,0,0,86
P_emmae,1.7,1.25,43,I,0,0,86
P_emmae,1.7,1.25,44,I,1,1,86
P_emmae,1.7,1.25,45,I,0,0,86
P_emmae,1.7,1.25,46,I,0,0,86
P_emmae,1.7,1.25,47,I,0,0,86
P_emmae,1.7,1.25,48,I,0,0,86
P_emmae,1.7,1.25,49,I,0,0,86
P_emmae,1.7,1.25,50,I,0,0,86
P_emmae,1.7,1.25,51,I,0,0,86
P_emmae,1.7,1.25,52,I,0,0,86
P_emmae,1.7,1.25,53,I,1,1,86
P_emmae,1.7,1.25,54,I,1,1,86
P_emmae,1.7,1.25,55,I,1,1,86
P_emmae,1.7,1.25,56,I,1,1,86
P_emmae,1.7,1.25,57,I,2,1,86
P_emmae,1.7,1.25,58,I,0,0,86
P_emmae,1.7,1.25,59,I,0,0,86
P_emmae,1.7,1.25,60,I,1,1,86
P_armata,4,3.45,1,J,0,0,32
P_armata,4,3.45,2,J,0,0,32
P_armata,4,3.45,3,J,0,0,32
P_armata,4,3.45,4,J,0,0,32
P_armata,4,3.45,5,J,0,0,32
P_armata,4,3.45,6,J,0,0,32
P_armata,4,3.45,7,J,1,1,32
P_armata,4,3.45,8,J,1,1,32
P_armata,4,3.45,9,J,1,1,32
P_armata,4,3.45,10,J,2,1,32
P_armata,4,3.45,11,J,2,1,32
P_armata,4,3.45,12,J,0,0,32
P_armata,4,3.45,13,J,0,0,32
P_armata,4,3.45,14,J,0,0,32
P_armata,4,3.45,15,J,1,1,32
P_armata,4,3.45,16,J,2,1,32
P_armata,4,3.45,17,J,2,1,32
P_armata,4,3.45,18,J,0,0,32
P_armata,4,3.45,19,J,0,0,32
P_armata,4,3.45,20,J,1,1,32
P_armata,4,3.45,21,J,1,1,32
P_armata,4,3.45,22,J,2,1,32
P_armata,4,3.45,23,J,3,1,32
