Species,Body,Spine,Time_Bin,Col_ID,Workers,Presence,Col_Size
P_laevigata,1.843,1.3908,16,D,0,0,16
P_laevigata,1.843,1.3908,17,D,0,0,16
P_laevigata,1.843,1.3908,18,D,0,0,16
P_laevigata,1.843,1.3908,19,D,0,0,16
P_laevigata,1.843,1.3908,20,D,0,0,16
P_laevigata,1.843,1.3908,21,D,0,0,16
P_laevigata,1.843,1.3908,22,D,0,0,16
P_laevigata,1.843,1.3908,23,D,0,0,16
P_laevigata,1.843,1.3908,24,D,0,0,16
P_laevigata,1.843,1.3908,25,D,0,0,16
P_laevigata,1.843,1.3908,26,D,0,0,16
P_laevigata,1.843,1.3908,27,D,0,0,16
P_laevigata,1.843,1.3908,28,D,0,0,16
P_laevigata,1.843,1.3908,29,D,0,0,16
P_laevigata,1.843,1.3908,30,D,0,0,16
P_laevigata,1.843,1.3908,31,D,0,0,16
P_laevigata,1.843,1.3908,32,D,0,0,16
P_laevigata,1.843,1.3908,33,D,0,0,16
P_laevigata,1.843,1.3908,34,D,0,0,16
P_laevigata,1.843,1.3908,35,D,0,0,16
P_laevigata,1.843,1.3908,36,D,0,0,16
P_laevigata,1.843,1.3908,37,D,0,0,16
P_laevigata,1.843,1.3908,38,D,0,0,16
P_laevigata,1.843,1.3908,39,D,0,0,16
P_laevigata,1.843,1.3908,40,D,0,0,16
P_laevigata,1.843,1.3908,41,D,0,0,16
P_laevigata,1.843,1.3908,42,D,0,0,16
P_laevigata,1.843,1.3908,43,D,0,0,16
P_laevigata,1.843,1.3908,44,D,0,0,16
P_laevigata,1.843,1.3908,45,D,0,0,16
P_laevigata,1.843,1.3908,46,D,0,0,16
P_laevigata,1.843,1.3908,47,D,0,0,16
P_laevigata,1.843,1.3908,48,D,0,0,16
P_laevigata,1.843,1.3908,49,D,0,0,16
P_laevigata,1.843,1.3908,50,D,0,0,16
P_laevigata,1.843,1.3908,51,D,0,0,16
P_laevigata,1.843,1.3908,52,D,0,0,16
P_laevigata,1.843,1.3908,53,D,0,0,16
P_laevigata,1.843,1.3908,54,D,0,0,16
P_laevigata,1.843,1.3908,55,D,0,0,16
P_laevigata,1.843,1.3908,56,D,0,0,16
P_laevigata,1.843,1.3908,57,D,0,0,16
P_laevigata,1.843,1.3908,58,D,0,0,16
P_laevigata,1.843,1.3908,59,D,0,0,16
P_laevigata,1.843,1.3908,60,D,0,0,16
P_furcata,1.851,2.684,1,E,4,1,315
P_furcata,1.851,2.684,2,E,7,1,315
P_furcata,1.851,2.684,3,E,7,1,315
P_furcata,1.851,2.684,4,E,11,1,315
P_furcata,1.851,2.684,5,E,8,1,315
P_furcata,1.851,2.684,6,E,14,1,315
P_furcata,1.851,2.684,7,E,15,1,315
P_furcata,1.851,2.684,8,E,16,1,315
P_furcata,1.851,2.684,9,E,18,1,315
P_furcata,1.851,2.684,10,E,24,1,315
P_furcata,1.851,2.684,11,E,25,1,315
P_furcata,1.851,2.684,12,E,24,1,315
P_furcata,1.851,2.684,13,E,26,1,315
P_furcata,1.851,2.684,14,E,26,1,315
P_furcata,1.851,2.684,15,E,26,1,315
P_furcata,1.851,2.684,16,E,25,1,315
P_furcata,1.851,2.684,17,E,25,1,315
P_furcata,1.851,2.684,18,E,26,1,315
P_furcata,1.851,2.684,19,E,24,1,315
P_furcata,1.851,2.684,20,E,24,1,315
P_furcata,1.851,2.684,21,E,22,1,315
P_furcata,1.851,2.684,22,E,22,1,315
P_furcata,1.851,2.684,23,E,24,1,315
P_furcata,1.851,2.684,24,E,21,1,315
P_furcata,1.851,2.684,25,E,23,1,315
P_furcata,1.851,2.684,26,E,25,1,315
P_furcata,1.851,2.684,27,E,29,1,315
P_furcata,1.851,2.684,28,E,27,1,315
P_furcata,1.851,2.684,29,E,28,1,315
P_furcata,1.851,2.684,30,E,27,1,315
P_furcata,1.851,2.684,31,E,25,1,315
P_furcata,1.851,2.684,32,E,24,1,315
P_furcata,1.851,2.684,33,E,23,1,315
P_furcata,1.851,2.684,34,E,23,1,315
P_furcata,1.851,2.684,35,E,23,1,315
P_furcata,1.851,2.684,36,E,24,1,315
P_furcata,1.851,2.684,37,E,25,1,315
P_furcata,1.851,2.684,38,E,27,1,315
P_furcata,1.851,2.684,39,E,23,1,315
P_furcata,1.851,2.684,40,E,23,1,315
P_furcata,1.851,2.684,41,E,22,1,315
P_furcata,1.851,2.684,42,E,20,1,315
P_furcata,1.851,2.684,43,E,24,1,315
P_furcata,1.851,2.684,44,E,26,1,315
P_furcata,1.851,2.684,45,E,23,1,315
P_furcata,1.851,2.684,46,E,20,1,315
P_furcata,1.851,2.684,47,E,21,1,315
P_furcata,1.851,2.684,48,E,22,1,315
P_furcata,1.851,2.684,49,E,25,1,315
P_furcata,1.851,2.684,50,E,27,1,315
P_furcata,1.851,2.684,51,E,26,1,315
P_furcata,1.851,2.684,52,E,24,1,315
P_furcata,1.851,2.684,53,E,23,1,315
P_furcata,1.851,2.684,54,E,23,1,315
P_furcata,1.851,2.684,55,E,20,1,315
P_furcata,1.851,2.684,56,E,20,1,315
P_furcata,1.851,2.684,57,E,20,1,315
P_furcata,1.851,2.684,58,E,19,1,315
P_furcata,1.851,2.684,59,E,18,1,315
P_furcata,1.851,2.684,60,E,18,1,315
P_laevigata,1.843,1.3908,1,F,0,0,82
P_laevigata,1.843,1.3908,2,F,0,0,82
P_laevigata,1.843,1.3908,3,F,0,0,82
P_laevigata,1.843,1.3908,4,F,0,0,82
P_laevigata,1.843,1.3908,5,F,0,0,82
P_laevigata,1.843,1.3908,6,F,0,0,82
P_laevigata,1.843,1.3908,7,F,0,0,82
P_laevigata,1.843,1.3908,8,F,0,0,82
P_laevigata,1.843,1.3908,9,F,0,0,82
P_laevigata,1.843,1.3908,10,F,0,0,82
P_laevigata,1.843,1.3908,11,F,0,0,82
P_laevigata,1.843,1.3908,12,F,0,0,82
P_laevigata,1.843,1.3908,13,F,0,0,82
P_laevigata,1.843,1.3908,14,F,0,0,82
P_laevigata,1.843,1.3908,15,F,0,0,82
P_laevigata,1.843,1.3908,16,F,0,0,82
P_laevigata,1.843,1.3908,17,F,0,0,82
P_laevigata,1.843,1.3908,18,F,0,0,82
P_laevigata,1.843,1.3908,19,F,0,0,82
P_laevigata,1.843,1.3908,20,F,0,0,82
P_laevigata,1.843,1.3908,21,F,0,0,82
P_laevigata,1.843,1.3908,22,F,0,0,82
P_laevigata,1.843,1.3908,23,F,0,0,82
P_laevigata,1.843,1.3908,24,F,0,0,82
P_laevigata,1.843,1.3908,25,F,0,0,82
P_laevigata,1.843,1.3908,26,F,0,0,82
P_laevigata,1.843,1.3908,27,F,0,0,82
P_laevigata,1.843,1.3908,28,F,0,0,82
P_laevigata,1.843,1.3908,29,F,0,0,82
P_laevigata,1.843,1.3908,30,F,0,0,82
P_laevigata,1.843,1.3908,31,F,0,0,82
P_laevigata,1.843,1.3908,32,F,0,0,82
P_laevigata,1.843,1.3908,33,F,0,0,82
P_laevigata,1.843,1.3908,34,F,0,0,82
P_laevigata,1.843,1.3908,35,F,0,0,82
P_laevigata,1.843,1.3908,36,F,0,0,82
P_laevigata,1.843,1.3908,37,F,0,0,82
P_laevigata,1.843,1.3908,38,F,0,0,82
P_laevigata,1.843,1.3908,39,F,0,0,82
P_laevigata,1.843,1.3908,40,F,0,0,82
P_laevigata,1.843,1.3908,41,F,0,0,82
P_laevigata,1.843,1.3908,42,F,0,0,82
P_laevigata,1.843,1.3908,43,F,0,0,82
P_laevigata,1.843,1.3908,44,F,0,0,82
P_laevigata,1.843,1.3908,45,F,0,0,82
P_laevigata,1.843,1.3908,46,F,0,0,82
P_laevigata,1.843,1.3908,47,F,0,0,82
P_laevigata,1.843,1.3908,48,F,0,0,82
P_laevigata,1.843,1.3908,49,F,0,0,82
P_laevigata,1.843,1.3908,50,F,0,0,82
P_laevigata,1.843,1.3908,51,F,0,0,82
P_laevigata,1.843,1.3908,52,F,0,0,82
P_laevigata,1.843,1.3908,53,F,0,0,82
P_laevigata,1.843,1.3908,54,F,0,0,82
P_laevigata,1.843,1.3908,55,F,0,0,82
P_laevigata,1.843,1.3908,56,F,0,0,82
P_laevigata,1.843,1.3908,57,F,0,0,82
P_laevigata,1.843,1.3908,58,F,0,0,82
P_laevigata,1.843,1.3908,59,F,0,0,82
P_laevigata,1.843,1.3908,60,F,0,0,82
P_flavicornis,1.744,0.454,1,G,0,0,65
P_flavicornis,1.744,0.454,2,G,0,0,65
P_flavicornis,1.744,0.454,3,G,0,0,65
P_flavicornis,1.744,0.454,4,G,1,1,65
P_flavicornis,1.744,0.454,5,G,1,1,65
P_flavicornis,1.744,0.454,6,G,1,1,65
P_flavicornis,1.744,0.454,7,G,0,0,65
P_flavicornis,1.744,0.454,8,G,0,0,65
P_flavicornis,1.744,0.454,9,G,0,0,65
P_flavicornis,1.744,0.454,10,G,0,0,65
P_flavicornis,1.744,0.454,11,G,0,0,65
P_flavicornis,1.744,0.454,12,G,0,0,65
P_flavicornis,1.744,0.454,13,G,0,0,65
P_flavicornis,1.744,0.454,14,G,0,0,65
P_flavicornis,1.744,0.454,15,G,0,0,65
P_flavicornis,1.744,0.454,16,G,0,0,65
P_flavicornis,1.744,0.454,17,G,0,0,65
P_flavicornis,1.744,0.454,18,G,0,0,65
P_flavicornis,1.744,0.454,19,G,0,0,65
P_flavicornis,1.744,0.454,20,G,0,0,65
P_flavicornis,1.744,0.454,21,G,0,0,65
P_flavicornis,1.744,0.454,22,G,0,0,65
P_flavicornis,1.744,0.454,23,G,0,0,65
P_flavicornis,1.744,0.454,24,G,0,0,65
P_flavicornis,1.744,0.454,25,G,0,0,65
P_flavicornis,1.744,0.454,26,G,0,0,65
P_flavicornis,1.744,0.454,27,G,0,0,65
P_flavicornis,1.744,0.454,28,G,0,0,65
P_flavicornis,1.744,0.454,29,G,0,0,65
P_flavicornis,1.744,0.454,30,G,0,0,65
P_flavicornis,1.744,0.454,31,G,0,0,65
P_flavicornis,1.744,0.454,32,G,0,0,65
P_flavicornis,1.744,0.454,33,G,0,0,65
P_flavicornis,1.744,0.454,34,G,0,0,65
P_flavicornis,1.744,0.454,35,G,0,0,65
P_flavicornis,1.744,0.454,36,G,0,0,65
P_flavicornis,1.744,0.454,37,G,0,0,65
P_flavicornis,1.744,0.454,38,G,0,0,65
P_flavicornis,1.744,0.454,39,G,0,0,65
P_flavicornis,1.744,0.454,40,G,0,0,65
P_flavicornis,1.744,0.454,41,G,0,0,65
P_flavicornis,1.744,0.454,42,G,0,0,65
P_flavicornis,1.744,0.454,43,G,0,0,65
P_flavicornis,1.744,0.454,44,G,0,0,65
P_flavicornis,1.744,0.454,45,G,0,0,65
P_flavicornis,1.744,0.454,46,G,0,0,65
P_flavicornis,1.744,0.454,47,G,0,0,65
P_flavicornis,1.744,0.454,48,G,0,0,65
P_flavicornis,1.744,0.454,49,G,0,0,65
P_flavicornis,1.744,0.454,50,G,0,0,65
P_flavicornis,1.744,0.454,51,G,0,0,65
P_flavicornis,1.744,0.454,52,G,0,0,65
P_flavicornis,1.744,0.454,53,G,0,0,65
P_flavicornis,1.744,0.454,54,G,0,0,65
P_flavicornis,1.744,0.454,55,G,0,0,65
P_flavicornis,1.744,0.454,56,G,0,0,65
P_flavicornis,1.744,0.454,57,G,0,0,65
P_flavicornis,1.744,0.454,58,G,0,0,65
P_flavicornis,1.744,0.454,59,G,0,0,65
P_flavicornis,1.744,0.454,60,G,0,0,65
P_flavicornis,1.744,0.454,1,H,0,0,25
P_flavicornis,1.744,0.454,2,H,0,0,25
P_flavicornis,1.744,0.454,3,H,0,0,25
P_flavicornis,1.744,0.454,4,H,0,0,25
P_flavicornis,1.744,0.454,5,H,0,0,25
P_flavicornis,1.744,0.454,6,H,0,0,25
P_flavicornis,1.744,0.454,7,H,0,0,25
P_flavicornis,1.744,0.454,8,H,0,0,25
P_flavicornis,1.744,0.454,9,H,0,0,25
P_flavicornis,1.744,0.454,10,H,0,0,25
P_flavicornis,1.744,0.454,11,H,0,0,25
P_flavicornis,1.744,0.454,12,H,0,0,25
P_flavicornis,1.744,0.454,13,H,0,0,25
P_flavicornis,1.744,0.454,14,H,0,0,25
P_flavicornis,1.744,0.454,15,H,0,0,25
P_flavicornis,1.744,0.454,16,H,0,0,25
P_flavicornis,1.744,0.454,17,H,0,0,25
P_flavicornis,1.744,0.454,18,H,0,0,25
P_flavicornis,1.744,0.454,19,H,0,0,25
P_flavicornis,1.744,0.454,20,H,0,0,25
P_flavicornis,1.744,0.454,21,H,0,0,25
P_flavicornis,1.744,0.454,22,H,0,0,25
P_flavicornis,1.744,0.454,23,H,0,0,25
P_flavicornis,1.744,0.454,24,H,0,0,25
P_flavicornis,1.744,0.454,25,H,0,0,25
P_flavicornis,1.744,0.454,26,H,0,0,25
P_flavicornis,1.744,0.454,27,H,0,0,25
P_flavicornis,1.744,0.454,28,H,0,0,25
P_flavicornis,1.744,0.454,29,H,0,0,25
P_flavicornis,1.744,0.454,30,H,0,0,25
P_flavicornis,1.744,0.454,31,H,0,0,25
P_flavicornis,1.744,0.454,32,H,0,0,25
P_flavicornis,1.744,0.454,33,H,0,0,25
P_flavicornis,1.744,0.454,34,H,0,0,25
P_flavicornis,1.744,0.454,35,H,0,0,25
P_flavicornis,1.744,0.454,36,H,0,0,25
P_flavicornis,1.744,0.454,37,H,0,0,25
P_flavicornis,1.744,0.454,38,H,0,0,25
P_flavicornis,1.744,0.454,39,H,0,0,25
P_flavicornis,1.744,0.454,40,H,0,0,25
P_flavicornis,1.744,0.454,41,H,0,0,25
P_flavicornis,1.744,0.454,42,H,0,0,25
P_flavicornis,1.744,0.454,43,H,0,0,25
P_flavicornis,1.744,0.454,44,H,0,0,25
P_flavicornis,1.744,0.454,45,H,0,0,25
P_flavicornis,1.744,0.454,46,H,0,0,25
P_flavicornis,1.744,0.454,47,H,0,0,25
P_flavicornis,1.744,0.454,48,H,0,0,25
P_flavicornis,1.744,0.454,49,H,0,0,25
P_flavicornis,1.744,0.454,50,H,0,0,25
P_flavicornis,1.744,0.454,51,H,0,0,25
P_flavicornis,1.744,0.454,52,H,0,0,25
P_flavicornis,1.744,0.454,53,H,0,0,25
P_flavicornis,1.744,0.454,54,H,0,0,25
P_flavicornis,1.744,0.454,55,H,0,0,25
P_flavicornis,1.744,0.454,56,H,0,0,25
P_flavicornis,1.744,0.454,57,H,0,0,25
P_flavicornis,1.744,0.454,58,H,0,0,25
P_flavicornis,1.744,0.454,59,H,0,0,25
P_flavicornis,1.744,0.454,60,H,0,0,25
P_flavicornis,1.744,0.454,1,I,0,0,5
P_flavicornis,1.744,0.454,2,I,0,0,5
P_flavicornis,1.744,0.454,3,I,0,0,5
P_flavicornis,1.744,0.454,4,I,0,0,5
P_flavicornis,1.744,0.454,5,I,0,0,5
P_flavicornis,1.744,0.454,6,I,0,0,5
P_flavicornis,1.744,0.454,7,I,0,0,5
P_flavicornis,1.744,0.454,8,I,0,0,5
P_flavicornis,1.744,0.454,9,I,0,0,5
P_flavicornis,1.744,0.454,10,I,0,0,5
P_flavicornis,1.744,0.454,11,I,0,0,5
P_flavicornis,1.744,0.454,12,I,0,0,5
P_flavicornis,1.744,0.454,13,I,0,0,5
P_flavicornis,1.744,0.454,14,I,0,0,5
P_flavicornis,1.744,0.454,15,I,0,0,5
P_flavicornis,1.744,0.454,16,I,0,0,5
P_flavicornis,1.744,0.454,17,I,0,0,5
P_flavicornis,1.744,0.454,18,I,0,0,5
P_flavicornis,1.744,0.454,19,I,0,0,5
P_flavicornis,1.744,0.454,20,I,0,0,5
P_flavicornis,1.744,0.454,21,I,0,0,5
P_flavicornis,1.744,0.454,22,I,0,0,5
P_flavicornis,1.744,0.454,23,I,0,0,5
P_flavicornis,1.744,0.454,24,I,0,0,5
P_flavicornis,1.744,0.454,25,I,0,0,5
P_flavicornis,1.744,0.454,26,I,0,0,5
P_flavicornis,1.744,0.454,27,I,0,0,5
P_flavicornis,1.744,0.454,28,I,0,0,5
P_flavicornis,1.744,0.454,29,I,0,0,5
P_flavicornis,1.744,0.454,30,I,0,0,5
P_flavicornis,1.744,0.454,31,I,0,0,5
P_flavicornis,1.744,0.454,32,I,0,0,5
P_flavicornis,1.744,0.454,33,I,0,0,5
P_flavicornis,1.744,0.454,34,I,0,0,5
P_flavicornis,1.744,0.454,35,I,0,0,5
P_flavicornis,1.744,0.454,36,I,0,0,5
P_flavicornis,1.744,0.454,37,I,0,0,5
P_flavicornis,1.744,0.454,38,I,0,0,5
P_flavicornis,1.744,0.454,39,I,0,0,5
P_flavicornis,1.744,0.454,40,I,0,0,5
P_flavicornis,1.744,0.454,41,I,0,0,5
P_flavicornis,1.744,0.454,42,I,0,0,5
P_flavicornis,1.744,0.454,43,I,0,0,5
P_flavicornis,1.744,0.454,44,I,0,0,5
P_flavicornis,1.744,0.454,45,I,0,0,5
P_flavicornis,1.744,0.454,46,I,0,0,5
P_flavicornis,1.744,0.454,47,I,0,0,5
P_flavicornis,1.744,0.454,48,I,0,0,5
P_flavicornis,1.744,0.454,49,I,0,0,5
P_flavicornis,1.744,0.454,50,I,0,0,5
P_flavicornis,1.744,0.454,51,I,0,0,5
P_flavicornis,1.744,0.454,52,I,0,0,5
P_flavicornis,1.744,0.454,53,I,0,0,5
P_flavicornis,1.744,0.454,54,I,0,0,5
P_flavicornis,1.744,0.454,55,I,0,0,5
P_flavicornis,1.744,0.454,56,I,0,0,5
P_flavicornis,1.744,0.454,57,I,0,0,5
P_flavicornis,1.744,0.454,58,I,0,0,5
P_flavicornis,1.744,0.454,59,I,0,0,5
P_flavicornis,1.744,0.454,60,I,0,0,5
P_rastellata,1.88,0.01,1,J,0,0,26
P_rastellata,1.88,0.01,2,J,0,0,26
P_rastellata,1.88,0.01,3,J,1,1,26
P_rastellata,1.88,0.01,4,J,1,1,26
P_rastellata,1.88,0.01,5,J,2,1,26
P_rastellata,1.88,0.01,6,J,3,1,26
P_rastellata,1.88,0.01,7,J,3,1,26
P_rastellata,1.88,0.01,8,J,3,1,26
P_rastellata,1.88,0.01,9,J,4,1,26
P_rastellata,1.88,0.01,10,J,4,1,26
P_rastellata,1.88,0.01,11,J,3,1,26
P_rastellata,1.88,0.01,12,J,3,1,26
P_rastellata,1.88,0.01,13,J,2,1,26
P_rastellata,1.88,0.01,14,J,3,1,26
P_rastellata,1.88,0.01,15,J,3,1,26
P_rastellata,1.88,0.01,16,J,4,1,26
P_rastellata,1.88,0.01,17,J,4,1,26
